Sentence,CEFR
Do you have any idea why Tom and Mary don't like me?,A1
"You didn't know Tom could do that, did you?",A1
Tom used to work at the supermarket near my house.,A1
Why don't you get a job like everyone else?,A1
Ziri is going to live with me in Algeria.,A1
Tom said he didn't want to do that without some help.,A1
Tom had no idea why Mary was planning to stay in Australia for so long.,A1
The Security Council is one of the most important organs of the United Nations.,A1
"You sure have a way with words there, Tom.",A1
What a warm welcome! What did I do to deserve that?,A1
The last time I called her she told me that she wants to get back to Italy.,A1
Tom said that he really enjoyed the movie.,A1
Sami and Layla became a part of each other's life.,A1
I don't think Tom and Mary know how to use slide rules.,A1
Would you know a cheap hotel in the near?,A1
How could Tom be late for work if he left home early?,A1
Can't you see what Tom and Mary are doing?,A1
Don't you think that you could talk Tom into doing that?,A1
"The more money you make, the more money you spend.",A1
Tom said that we should call him if anything went wrong.,A1
"No, I can't believe what you're telling me.",A1
"Yesterday, Mary told me she couldn't speak French.",A1
I don't think that you've been listening to me.,A1
I am tired of explaining to everybody why I am the way I am.,A1
Why do you want Tom to go there with me?,A1
Tom doesn't think Mary will like doing that.,A1
Yanni asked Skura if she needed any help.,A1
He decided to take his dogs to the beach.,A1
Ziri had a very bad feeling about that man.,A1
Do you want me to tell you what I think?,A1
"I know you probably don't want to go to sleep right now, but you should.",A1
What for do you need a second bicycle? Give it to me!,A1
The weather here has its own unique characteristics.,A1
Who was it that saw Tom in the park yesterday afternoon?,A1
Tom is going to arrive in Boston at 2:30.,A1
Tom says he plans on staying where he is.,A1
You don't have to be perfect all the time.,A1
Tom Jackson became famous when he was still a teenager.,A1
France is the most-visited country in the world.,A1
He showed me pictures of his new bicycle.,A1
Tom asked Mary if she'd like to go for a walk.,A1
"Put these pictures up us for wall, please.",A1
Do both Tom and Mary still live in Boston?,A1
She said she wasn't interested in meeting him.,A1
I don't think Tom knows what Mary wants him to buy for her.,A1
Can you think of anyone who would want to do this kind of thing?,A1
Tom believed that Mary couldn't do that.,A1
Tom is going to show Mary how to do that.,A1
You should tell Tom that Mary is planning to do that.,A1
He said he didn't want to travel with her.,A1
Tom's younger sister is older than Mary's oldest brother.,A1
I must've lost the key on the way there.,A1
Never forget what you have been through.,A1
Tom and Mary couldn't do what they had to do.,A1
The new model will be on the market in November.,A1
I know that Tom isn't a senior at Harvard. He's just a junior.,A1
It's not too late to tell him that you love him.,A1
Who could have done something like this?,A1
"I've always drank a lot of Coke, but now I just drink water.",A1
I've been friends with Tom for many years.,A1
I didn't know Tom very well at that time.,A1
Here's a picture of Tom when he was a teenager.,A1
Tom said he isn't planning on staying very long.,A1
Tom wasn't old enough to drink back then.,A1
"You know, sometimes you need to hear it.",A1
All of my brothers still live in Boston.,A1
Mary told me she's not going to do that again.,A1
Tom doesn't have any idea what Mary needs to do.,A1
Tom and Mary knew they needed to do that.,A1
"You didn't tell Tom how to do that, did you?",A1
I think you know why we're here right now.,A1
Ziri is taking all the fun in the office.,A1
"We did our best to help him, but he didn't so much as say thank you.",A1
It looks like Tom and Mary are desperate.,A1
Tom still doesn't understand what's going on.,A1
This is a really good way to start the new year.,A1
Tom moved to Australia just about three years ago.,A1
"I was here and there, and that's why I was late.",A1
"She spoke too quickly, so I couldn't understand.",A1
I'm going to stay in Boston until the end of this month.,A1
Life is never so bad that it can't get worse.,A1
You have to add more details to the report.,A1
I just assumed that it was going to happen.,A1
I did the best that I could with what I had at the time.,A1
Tom and Mary are thinking of buying new cars.,A1
It isn't Tom who needs to do that. It's Mary.,A1
"I don't drink coffee, but Tom and Mary do.",A1
What I want is for you to go to Boston with me.,A1
The only one here who knows how to speak French is Tom.,A1
Tom told me everything that I needed to know.,A1
I don't want to spend all day doing that.,A1
Mohya showed that Kabyle is a modern language.,A1
Melissa waited until her husband get home.,A1
Tom says that he has to go to Australia next week.,A1
Tom and Mary struggled to make ends meet.,A1
Tom told everybody he didn't know how to speak French.,A1
Who will one day read the sentences I have written?,A1
I ran into an old friend at Tokyo Station.,A1
Tom thinks he's better than anyone else.,A1
There were once poor farmers in that village.,A1
"Sami was going to name this video ""Layla.""",A1
Tom doesn't think Mary will eat the salad if it has onions in it.,A1
Sami had an affair with Layla for seven years.,A1
"Tom and Mary didn't want to do that, but they said they had to.",A1
Tom and I are going to be up all night studying for an exam.,A1
This city is not so busy as it used to be.,A1
Yanni and his wife went to Algiers on a vacation.,A1
I am not convinced you know what you're doing.,A1
Tom said goodbye and walked out the door.,A1
I'm not sure why Tom and Mary aren't here.,A1
I don't think that you need to tell Tom what he needs to do.,A1
"You laughed for nothing, for I was right.",A1
Yanni has not seen anything like this in his life.,A1
"Can I ask you some questions? ""Of course"".",A1
Tom and Mary said they've been feeling sick.,A1
"If you don't feel Algerian, just get the hell out of this country.",A1
Mary probably doesn't know that Tom doesn't like her.,A1
I don't know if I can do that well enough.,A1
I just wanted to let you know I'll be late tomorrow morning.,A1
What language do they speak in your country?,A1
That's the reason I don't want to do that.,A1
He pursued his career at the expense of his family.,A1
Tom said he thought that you wouldn't do that.,A1
"Which do you like better, spring or fall?",A1
Tom should probably not tell Mary he wants to do that.,A1
It's no problem for me to do that this evening.,A1
Mary told Tom that she thought John wasn't busy.,A1
Tom doesn't understand what's happening.,A1
I thought that you didn't know how to speak French.,A1
I didn't know Tom used to live in Boston.,A1
There must be a better way of doing this.,A1
She used to wash her hair before going to school.,A1
Tom has never been very good at doing that.,A1
Tom said that Mary has only done that once.,A1
The leaves on the trees fall as winter comes.,A1
I know that Tom doesn't know Mary needs to do that.,A1
"This was Seneca land. ""This IS Seneca land.""",A1
Carlos Slim is the world's second richest person.,A1
Tom isn't the one who told me that you didn't have to do that.,A1
Tom bought three books yesterday and three more today.,A1
I've met a lot of people who don't like Boston.,A1
Many people don't work on Saturdays and Sundays.,A1
What do Algeria and Tunisia have in common?,A1
How much will it cost to get to the airport?,A1
Ask Mary if she really needs to be there by 2:30.,A1
His wife is worn out after looking after the children.,A1
Tom said that he could go to Australia with Mary.,A1
Tom and Mary said they just couldn't do that.,A1
Tom is the only person who could have done that.,A1
I didn't think that Tom could speak French that well.,A1
I understand that Tom is leaving Boston tonight.,A1
Did you know Tom was living on Park Street?,A1
I think we shouldn't be doing this right now.,A1
I'm way younger than Tom and Mary think I am.,A1
Do you remember what happened last night?,A1
I want to get back together with the boyfriend I broke up with.,A1
Tom told me that he thought that Mary needed to do that.,A1
Mary looks happier today than she did last week when I saw her.,A1
Donald had to think of something before Jessica left.,A1
Keep your eyes closed until I tell you to open them.,A1
Sami needed to use the bathroom really bad.,A1
Sami moved to another part of the street.,A1
Did you stay home to study for the test?,A1
The fact that it's expensive doesn't mean that it's any good.,A1
Matthew wanted to go for a walk around the city.,A1
The doctors told Tom that Mary would never recover.,A1
This is the tallest tree I have ever seen.,A1
I knew Tom didn't know you were the ones who had done that.,A1
Tom and Mary were both talking at the same time.,A1
